,Rating,Reviews,,Ratings
470,4.3 out of 5,"Beautiful watch designed by Samsung. It looks just like the advertisement. I was thrilled when I first got it.

However, after a few hours, I began to see that it does not live up to the hype. The sensors are half functional as they don't properly fit the wrist. The BIA sensor refuses to work no matter what you do.
ECG is not present. Battery life lasts 18-24 hours on the 44mm watch.

After buying such an expensive product, I requested Amazon to return/change the product but they flat out refused. As a prime customer who was used to being treated like royalty, this was the equivalent of being dumped in the rain.

This will be my last high value purchase from Amazon. If you have made it so far, please consider going to a physical store (if possible given Covid) to buy this product. Amazon has changed and is no longer on the customer's side. 2/10 product. Given 1 star more that it deserves for the design.",,4.3 
471,3.7 out of 5,"Defected product, and when i asked for replacement then the delivery guy said your watch has a minor scratch cannot be replaced. After that i raised a complaint then they created a return order. I don't understand when it,s a renewed product then its obvious to have a minor scratch.",,3.7 
472,3.7 out of 5,"Defected product, and when i asked for replacement then the delivery guy said your watch has a minor scratch cannot be replaced. After that i raised a complaint then they created a return order. I don't understand when it,s a renewed product then its obvious to have a minor scratch.",,3.7 
473,3.7 out of 5,"Defected product, and when i asked for replacement then the delivery guy said your watch has a minor scratch cannot be replaced. After that i raised a complaint then they created a return order. I don't understand when it,s a renewed product then its obvious to have a minor scratch.",,3.7 
474,3.9 out of 5,"My experience with Fire-Boltt Beast has been an amazing one. As the name suggests, it's really a beast with 1.69"" HD display. The performance of this watch is great. The best part about this watch is how accurately it measures my Blood Oxygen levels (Spo2), Blood Pressure and BPM (beats per minute). The construction is super lightweight and feels very premium. The HD display is bright and has been keeping up pretty well even under direct sunlight. It has a powerful battery back up of 15 days and I have used it for workouts, and the water resistance is really impressive. The included strap is also very comfortable and I have had no irritations while wearing it.",,3.9 
475,3.9 out of 5,"My experience with Fire-Boltt Beast has been an amazing one. As the name suggests, it's really a beast with 1.69"" HD display. The performance of this watch is great. The best part about this watch is how accurately it measures my Blood Oxygen levels (Spo2), Blood Pressure and BPM (beats per minute). The construction is super lightweight and feels very premium. The HD display is bright and has been keeping up pretty well even under direct sunlight. It has a powerful battery back up of 15 days and I have used it for workouts, and the water resistance is really impressive. The included strap is also very comfortable and I have had no irritations while wearing it.",,3.9 
476,3.9 out of 5,"My experience with Fire-Boltt Beast has been an amazing one. As the name suggests, it's really a beast with 1.69"" HD display. The performance of this watch is great. The best part about this watch is how accurately it measures my Blood Oxygen levels (Spo2), Blood Pressure and BPM (beats per minute). The construction is super lightweight and feels very premium. The HD display is bright and has been keeping up pretty well even under direct sunlight. It has a powerful battery back up of 15 days and I have used it for workouts, and the water resistance is really impressive. The included strap is also very comfortable and I have had no irritations while wearing it.",,3.9 
477,3.9 out of 5,"My experience with Fire-Boltt Beast has been an amazing one. As the name suggests, it's really a beast with 1.69"" HD display. The performance of this watch is great. The best part about this watch is how accurately it measures my Blood Oxygen levels (Spo2), Blood Pressure and BPM (beats per minute). The construction is super lightweight and feels very premium. The HD display is bright and has been keeping up pretty well even under direct sunlight. It has a powerful battery back up of 15 days and I have used it for workouts, and the water resistance is really impressive. The included strap is also very comfortable and I have had no irritations while wearing it.",,3.9 
478,4 out of 5,"If youwant to measure SPO2, BP, TEMP, HR, better to go for related device. Purchase separately. Within 2000 you will get all.
With the remaining money bye a wrist watch.
Atleast you will get actual result.
I planned to do so, but from reviews I started to believe! Please dont trust on accuracy of measurement. Body temp is not included. touches are good. cannot change wall paper, cannot receive call or send msg from it.

when the watch is not in my hand, kept on the bed and not in contact with me, still it is able to measure my heart beat and my spo2. It proves that it is showing random numbers. I dont know how the people gave 5 or 4 stars to this product!
I cannot return as per policy. only replacement is there.
________________________________
Updating after 1 month: stopped showing weather information.",,4 
479,4 out of 5,"If youwant to measure SPO2, BP, TEMP, HR, better to go for related device. Purchase separately. Within 2000 you will get all.
With the remaining money bye a wrist watch.
Atleast you will get actual result.
I planned to do so, but from reviews I started to believe! Please dont trust on accuracy of measurement. Body temp is not included. touches are good. cannot change wall paper, cannot receive call or send msg from it.

when the watch is not in my hand, kept on the bed and not in contact with me, still it is able to measure my heart beat and my spo2. It proves that it is showing random numbers. I dont know how the people gave 5 or 4 stars to this product!
I cannot return as per policy. only replacement is there.
________________________________
Updating after 1 month: stopped showing weather information.",,4 
